"is_active","publication_year","category_id","created_at","id","price","updated_at","author","cover_image_url","description","isbn","title"
1,2019,3,"2026-04-02 14:10:10",29,234650,"2026-04-02 14:10:10",CAMBRIDGE UNIVERSITY PRESS,https://cdn1.fahasa.com/media/catalog/product/9/7/9781108919159.jpg,"","9781108919159",B1 Preliminary 1 For The Revised 2020 Exam Student's Book With Answers With Audio With Resource Bank: Authentic Practice Tests (PET Practice Tests)
1,2014,4,"2026-04-02 14:10:10",30,243000,"2026-04-02 14:10:10",Paulo Coelho,https://cdn1.fahasa.com/media/catalog/product/i/m/image_129754.jpg,"","9780062355300",The Alchemist 25th Anniversary: A Fable About Following Your Dream
1,2017,3,"2026-04-02 14:10:10",31,127000,"2026-04-02 14:10:10",Michael McCarthy,https://cdn1.fahasa.com/media/catalog/product/i/m/img_7566.jpg,"The world's best-selling grammar series for learners of English. English Grammar in Use Fourth edition is an updated version of the world's best-selling grammar title. It has a fresh, appealing new design and clear layout, with revised and updated examples, but retains all the key features of clarity and accessibility that have made the book popular with millions of learners and teachers around the world. This 'with answers' version is ideal for self-study. An online version, book without answers, and book with answers and CD-ROM are available separately.","9781108430432",English Vocabulary in Use: Elementary Book with Answers Fahasa Reprint Edition: Vocabulary Reference and Practice (CD-ROM)
1,2012,3,"2026-04-02 14:10:10",32,265000,"2026-04-02 14:10:10",Mark Harrison,https://cdn1.fahasa.com/media/catalog/product/9/7/9781107665774b.jpg,"","9781107665774",Complete IELTS B1 Student's Book with answer with CD-ROM
1,,3,"2026-04-02 14:10:10",33,437000,"2026-04-02 14:10:10","Adrian Doff, Craig Thaine, Herbert Puchta, Jeff Stranks, Peter Lewis-Jones, Graham Burton",https://cdn1.fahasa.com/media/catalog/product/9/7/9781009410748bia.jpg,The Pre-intermediate Student's Book with Digital Pack gives learners an immediate sense of purpose and clear learning objectives.,"9781009410748",Empower Pre-Intermediate & B1 Student's Book With Digital Pack - 2nd Edition
1,2025,3,"2026-04-02 14:10:10",34,356000,"2026-04-02 14:10:10",Raymond Murphy,https://cdn1.fahasa.com/media/catalog/product/9/7/9781009826464.jpg,"","9781009826464",English Grammar In Use With Answer And Interactive E-book
1,2012,3,"2026-04-02 14:10:10",35,104000,"2026-04-02 14:10:10",Mark Harrison,https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_22276.jpg,"","9781107675452",Complete IELTS B2 Workbook with answer & Audio CD
1,2016,3,"2026-04-02 14:10:10",36,390000,"2026-04-02 14:10:10",Oxford,https://cdn1.fahasa.com/media/catalog/product/i/m/image_193948.jpg,"Illustrations present over 4,000 English words and phrases within meaningful, real-life contexts 11 new and expanded topics including Job Search, Career Planning, and Digital Literacy prepare students to meet the requirements of their daily lives Updated activities prepare students for work, academic study, and citizenship Oxford 3000™ vocabulary ensures students learn the most useful and important words","9780194505321",Oxford Picture Dictionary Third Edition: English - Vietnamese Edition
1,2025,3,"2026-04-02 14:10:10",37,421000,"2026-04-02 14:10:10",Cambridge English,https://cdn1.fahasa.com/media/catalog/product/9/7/9781009672368.jpg,"","9781009672368",The Official Cambridge Guide To IELTS Student's Book With Answers
1,2012,3,"2026-04-02 14:10:10",38,265000,"2026-04-02 14:10:10",Mark Harrison,https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_22278.jpg,"","9781107695962",Complete IELTS B2 Student's Book with answer & CD-Rom
1,2017,3,"2026-04-02 14:10:10",39,188000,"2026-04-02 14:10:10",Raymond Murphy,https://cdn1.fahasa.com/media/catalog/product/9/7/9781108430425.jpg,"The world's best-selling grammar series for learners of English. English Grammar in Use Fourth edition is an updated version of the world's best-selling grammar title. It has a fresh, appealing new design and clear layout, with revised and updated examples, but retains all the key features of clarity and accessibility that have made the book popular with millions of learners and teachers around the world. This 'with answers' version is ideal for self-study.","9781108430425",English Grammar in Use Book w Ans
1,2017,3,"2026-04-02 14:10:10",40,169000,"2026-04-02 14:10:10",Raymond Murphy,https://cdn1.fahasa.com/media/catalog/product/i/m/img_7479.jpg,"Essential Grammar in Use is a self-study reference and practice book for elementary-level learners (A1-B1), used by millions of people around the world. With clear examples, easy-to-follow exercises and answer key, the Fourth edition is perfect for independent study, covering all the areas of grammar that you will need at this level. The book has an easy-to-use format of two-page units with clear explanations of grammar points on the left-hand page, and practice exercises on the right. It also includes plenty of additional exercises and a Study Guide to help you find the grammar units you need to study.","9781108430494",Essential Grammar in Use Book with Answers Fahasa Reprint Edition: A Self-Study Reference and Practice Book for Elementary Learners of English
