"cover_image_url","title","price","author","category_id"
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780194317214_1_1.jpg","Oxford Phrasal Verbs Dictionary","170000","",3
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_22795.jpg","The Sorrow Of War","269000","",4
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_159368.jpg","Tools Of Titans","693000","",6
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_31749.jpg","Q: Skills For Success: Level 4: Listening And Speaking Student Book With iQ Online Practice - 3rd Edition","271000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781009403467.jpg","Pippa And Pop Level 1 Workbook American English","196000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781984878120.jpg","Think Again - The Power Of Knowing What You Don't Know","273000","",6
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781035117154.jpg","English World 2 Pupil's Book With eBook","265000","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_27805.jpg","Look 3 Student's Book (Look (American English))","272000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781035117178.jpg","English World 2 Workbook Pack","179000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9784065417621.jpg","Omori 3","213000","",10
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_42356.jpg","The Periodic Table Book: A Visual Encyclopedia Of The Elements","504000","",14
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_228929.jpg","Our World American English 3 Workbook 2nd Edition","189000","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_23074.jpg","Super Minds 1 - Student's book","192000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780194840767.jpg","Oxford Collocation Dictionary","560000","",3
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780061339202_1.jpg","Flow: The Psychology of Optimal Experience","201000","",6
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780241725238.jpg","The Wind In The Willows","392000","",1
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_30248.jpg","Compact Preliminary For Schools 2nd Edition Student's Book Without Answers With Online Practice","352450","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781108825979.jpg","Prepare B1 Level 4 Student's Book","251000","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_27777.jpg","Look 2 (Look, American English) - Student Book","272000","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_31753.jpg","American English File: Level 2: Students Book With Online Practice - 3rd Edition","253000","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_23665.jpg","Thinking, Fast and Slow","498600","",4
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780062060624.jpg","The Song Of Achilles","264000","",4
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_231272.jpg","English Vocabulary In Use Upper-Intermediate Book With Answers","500650","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_194747.jpg","Super Minds Starter Student's Book with DVD-ROM","192000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9798214333052.jpg","Great Writing Foundations - Student's Book + Spark Sticker (5th Edition)","378000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781668098479.jpg","You Like It Darker","220000","",23
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_27792.jpg","Look AME 1 Student Book","272000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781974749768.jpg","Gokurakugai 3 (English Edition)","286000","",10
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780316581097.jpg","The Wild Robot","220000","",1
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781101906118.jpg","The Vegetarian","339000","",4
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_175682.jpg","東京喰種：ｒｅ　　　９ TOKYO GHOUL: RE 9","180000","",10
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_38223.jpg","English File: Beginner: Student's Book 4th Edition And Student Resource Centre Pack","473000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781913484811.jpg","Guinness World Records 2026","494000","",26
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_27807.jpg","Complete Key For Schools Workbook Without Answers With Audio Download","247000","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_237293.jpg","Explore Our World 3: Student's Book 2nd Edition","314000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9789882435520.jpg","Superkids 3rd Activity Book Level 4","136800","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781009032230.jpg","Prepare Level 6 Workbook With Digital Pack","274000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781009032223.jpg","Prepare Level 6 Student’s Book With eBook","517000","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_29944.jpg","Let's Go: Level 4: Student Book - 5th Edition","182000","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_115935.jpg","Flipped","262000","",4
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_237291.jpg","Explore Our World 1: Student's Book 2nd Edition","314000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781316617175.jpg","Storyfun For Movers Level 4 Student's Book With Online Activities And Home Fun Booklet 4","275000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781108919340.jpg","Prepare B1 Level 5 Workbook with Audio Download","113000","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_228934.jpg","Our World American English 2 Workbook 2nd Edition","189000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781526635235.jpg","A Throne Of Glass - Assassin's Blade","288000","",23
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780241655702.jpg","Watership Down","444000","",1
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_222675.jpg","Headway: Pre-intermediate: Student's Book With Online Practice","400000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9784065422045.jpg","ブルーロック Blue Lock 37","145000","",10
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_234089.jpg","Chocolate Me!","150000","",1
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781035015443.jpg","Investigators - Class Action","275000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781009427722.jpg","Think Level 2 Student's Book With Workbook Digital Pack British English - 2nd Edition","459000","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_193921.jpg","Cambridge IELTS 8 With Answers (Ngôn ngữ Tiếng Anh) (Không Kèm Audio)","150000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780063356726_1.jpg","The Intelligent Investor - The Definitive Book on Value Investing","695000","",5
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781785042195.jpg","Hold On To Your Kids","418000","",6
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780141339665_3.jpg","Diary Of A Wimpy Kid: Do-It-Yourself","193000","",1
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780143127741.jpg","The Body Keeps The Score: Brain, Mind, And Body In The Healing Of Trauma","409000","",13
"https://cdn1.fahasa.com/media/catalog/product/9/7/9798217091256.jpg","Alchemised - Paperback","626000","",4
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781785042218.jpg","Scattered Minds","418000","",6
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_23072.jpg","Super Minds 2 - Student's book","192000","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_20869.jpg","Oxford Learner’s Pocket Thesaurus  Paperback","208000","",3
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_30243.jpg","Complete Preliminary Student's Book With Answers With Online Practice: For The Revised Exam From 2020","388550","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9784301002819.jpg","ブルーアーカイブ ゲーム開発部だいぼうけん！ Blue Archive Game Kaihatsu Bu No Daibouken 5","189000","",10
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_23073.jpg","Super Minds 1 - Workbook","106000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780141392035.jpg","Hour Of The Star","277000","",4
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781380043085.jpg","Gateway To The World B2 Student´s Book With Student's App And Digital Student's Book","382000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781668092330.jpg","An Academic Affair","380000","",4
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_55639.jpg","The Sense of Style : The Thinking Person's Guide to Writing in the 21st Century","303050","",6
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781526648549.jpg","As Long As The Lemon Trees Grow","288000","",4
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780357979273.jpg","Pathways Listening, Speaking, And Critical Thinking 4 - Student's Book + Spark Sticker (3rd Edition)","391000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780857088444.jpg","The Interpretation Of Dreams - The Psychology Classic","282000","",6
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780099908401_3.jpg","The Old Man And The Sea","226000","",4
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_222673.jpg","Headway: Elementary: Student's Book With Online Practice","470000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781035108527.jpg","Give Me Five! Level 1 Activity Book With Digital Activity Book","203000","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_28816.jpg","English Phrasal Verbs In Use Advanced Book With Answers (Vocabulary in Use)","518700","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780357381090_1.jpg","Look And See AME 2 Activity Book","189000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781316617250.jpg","Storyfun for Flyers 2 SB w Online Act and Home Fun Bkl, 2ed","275000","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_28133.jpg","Complete Key For Schools Student's Book Without Answers With Online Practice","388550","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_106167.jpg","Crossing the Chasm, 3rd Edition : Marketing and Selling Disruptive Products to Mainstream Customers","609000","",5
"https://cdn1.fahasa.com/media/catalog/product/4/1/41glkwbho3l._sx324_bo1_204_203_200_.jpg","Quiet Power","268000","",6
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_180164_1_43_1_57_1_4_1_2_1_210_1_29_1_98_1_25_1_21_1_5_1_3_1_18_1_18_1_45_1_26_1_32_1_14_1_3070.jpg","Meditations","302000","",6
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_713.jpg","A2 Flyers 3 Student's Book: Authentic Examination Papers","123000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9784758027076.jpg","プロジェクトセカイ カラフルステージ！ Feat.初音ミク　コミックアンソロジー Vol.3 - Project Sekai Colorful Stage! Feat. Hatsune Miku Comic Anthology Vol.3","225000","",10
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_29949.jpg","Let's Go: Level 6: Workbook With Online Practice - 5th Edition","164000","",9
"https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_28786.jpg","English Idioms in Use Intermediate Book With Answers (Vocabulary In Use)","518700","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781380054890.jpg","Doodle Town Level 2 Student´s Book + Navio App 2nd Edition","287000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780142410370_3.jpg","Matilda","201600","",1
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780357979563.jpg","Pathways Reading, Writing, And Critical Thinking 1 - Student's Book + Spark Sticker (3rd Edition)","391000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781009433990_1.jpg","Think 2 - Workbook (Second Edition)","141000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9784088700991.jpg","Steel Ball Run 21 ―ジョジョの奇妙な冒険 Part 7 - Steel Ball Run 21 Jojo's Bizarre Adventure Part 7","136800","",10
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781529022209.jpg","The Wedding Planner","190000","",17
"https://cdn1.fahasa.com/media/catalog/product/9/7/9784088825991.jpg","ダンダダン 1 Dandadan 1","136800","",10
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780357979747.jpg","Pathways Reading, Writing, And Critical Thinking 2 - Student's Book + Spark Sticker (3rd Edition)","391000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780357373491.jpg","Explore Our World 5: Student's Book With OLP Sticker Code - 2nd Edition","314000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781292125046.jpg","Expert IELTS 6: Student Resource + Key","230850","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9784088834641.jpg","チェンソーマン 14 - Chainsaw Man 14","140000","",10
"https://cdn1.fahasa.com/media/catalog/product/9/7/9784088741178.jpg","Steel Ball Run 7 ―ジョジョの奇妙な冒険 Part 7 - Steel Ball Run 7 Jojo's Bizarre Adventure Part 7","136800","",10
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781878424310.jpg","The Four Agreements - A Practical Guide To Personal Freedom","346500","",6
"https://cdn1.fahasa.com/media/catalog/product/9/7/9781380054920.jpg","Doodle Town Level 2 Activity Book 2nd Edition","169000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9780357440100.jpg","New Close-up A2 With Online Practice And Student's eBook 3rd Edition","370000","",9
"https://cdn1.fahasa.com/media/catalog/product/9/7/9798214334592.jpg","Perspectives - American English -  Student's Book - Spark Sticker 1","399000","",9
